image_class,image_id,phase,system,parameter,parameter_value,result,combination
2,11,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_ResNext,percentile,0.99,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,PreTrained_MobileNetV2
2,11,saliency_map,SelfTrained_Model,percentile,0.98,2,PreTrained_MobileNetV2
2,11,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_ResNext,percentile,0.98,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_MobileNetV2,percentile,0.98,2,PreTrained_MobileNetV2
2,11,saliency_map,SelfTrained_Model,percentile,0.97,2,PreTrained_MobileNetV2
2,11,saliency_map,SelfTrained_Model_Gray,percentile,0.97,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_ResNext,percentile,0.97,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_InceptionV3,percentile,0.97,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_MobileNetV2,percentile,0.97,5,PreTrained_MobileNetV2
2,11,saliency_map,SelfTrained_Model,percentile,0.96,2,PreTrained_MobileNetV2
2,11,saliency_map,SelfTrained_Model_Gray,percentile,0.96,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_ResNext,percentile,0.96,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_InceptionV3,percentile,0.96,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_MobileNetV2,percentile,0.96,5,PreTrained_MobileNetV2
2,11,saliency_map,SelfTrained_Model,percentile,0.95,2,PreTrained_MobileNetV2
2,11,saliency_map,SelfTrained_Model_Gray,percentile,0.95,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_ResNext,percentile,0.95,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_InceptionV3,percentile,0.95,2,PreTrained_MobileNetV2
2,11,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,PreTrained_MobileNetV2
2,12,saliency_map,SelfTrained_Model,percentile,0.99,2,PreTrained_MobileNetV2
2,12,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_ResNext,percentile,0.99,2,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,PreTrained_MobileNetV2
2,12,saliency_map,SelfTrained_Model,percentile,0.98,2,PreTrained_MobileNetV2
2,12,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_ResNext,percentile,0.98,5,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_MobileNetV2,percentile,0.98,5,PreTrained_MobileNetV2
2,12,saliency_map,SelfTrained_Model,percentile,0.97,5,PreTrained_MobileNetV2
2,12,saliency_map,SelfTrained_Model_Gray,percentile,0.97,2,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_ResNext,percentile,0.97,5,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_InceptionV3,percentile,0.97,5,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_MobileNetV2,percentile,0.97,5,PreTrained_MobileNetV2
2,12,saliency_map,SelfTrained_Model,percentile,0.96,5,PreTrained_MobileNetV2
2,12,saliency_map,SelfTrained_Model_Gray,percentile,0.96,7,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_ResNext,percentile,0.96,5,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_InceptionV3,percentile,0.96,5,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_MobileNetV2,percentile,0.96,5,PreTrained_MobileNetV2
2,12,saliency_map,SelfTrained_Model,percentile,0.95,5,PreTrained_MobileNetV2
2,12,saliency_map,SelfTrained_Model_Gray,percentile,0.95,2,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_ResNext,percentile,0.95,5,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_InceptionV3,percentile,0.95,5,PreTrained_MobileNetV2
2,12,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,PreTrained_MobileNetV2
2,13,saliency_map,SelfTrained_Model,percentile,0.99,2,PreTrained_MobileNetV2
2,13,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_ResNext,percentile,0.99,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,PreTrained_MobileNetV2
2,13,saliency_map,SelfTrained_Model,percentile,0.98,2,PreTrained_MobileNetV2
2,13,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_ResNext,percentile,0.98,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_MobileNetV2,percentile,0.98,2,PreTrained_MobileNetV2
2,13,saliency_map,SelfTrained_Model,percentile,0.97,2,PreTrained_MobileNetV2
2,13,saliency_map,SelfTrained_Model_Gray,percentile,0.97,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_ResNext,percentile,0.97,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_InceptionV3,percentile,0.97,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_MobileNetV2,percentile,0.97,2,PreTrained_MobileNetV2
2,13,saliency_map,SelfTrained_Model,percentile,0.96,2,PreTrained_MobileNetV2
2,13,saliency_map,SelfTrained_Model_Gray,percentile,0.96,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_ResNext,percentile,0.96,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_InceptionV3,percentile,0.96,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_MobileNetV2,percentile,0.96,2,PreTrained_MobileNetV2
2,13,saliency_map,SelfTrained_Model,percentile,0.95,2,PreTrained_MobileNetV2
2,13,saliency_map,SelfTrained_Model_Gray,percentile,0.95,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_ResNext,percentile,0.95,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_InceptionV3,percentile,0.95,2,PreTrained_MobileNetV2
2,13,saliency_map,PreTrained_MobileNetV2,percentile,0.95,2,PreTrained_MobileNetV2
2,14,saliency_map,SelfTrained_Model,percentile,0.99,2,PreTrained_MobileNetV2
2,14,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_ResNext,percentile,0.99,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,PreTrained_MobileNetV2
2,14,saliency_map,SelfTrained_Model,percentile,0.98,2,PreTrained_MobileNetV2
2,14,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_ResNext,percentile,0.98,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_MobileNetV2,percentile,0.98,2,PreTrained_MobileNetV2
2,14,saliency_map,SelfTrained_Model,percentile,0.97,2,PreTrained_MobileNetV2
2,14,saliency_map,SelfTrained_Model_Gray,percentile,0.97,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_ResNext,percentile,0.97,3,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_InceptionV3,percentile,0.97,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_MobileNetV2,percentile,0.97,5,PreTrained_MobileNetV2
2,14,saliency_map,SelfTrained_Model,percentile,0.96,2,PreTrained_MobileNetV2
2,14,saliency_map,SelfTrained_Model_Gray,percentile,0.96,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_ResNext,percentile,0.96,5,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_InceptionV3,percentile,0.96,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_MobileNetV2,percentile,0.96,5,PreTrained_MobileNetV2
2,14,saliency_map,SelfTrained_Model,percentile,0.95,2,PreTrained_MobileNetV2
2,14,saliency_map,SelfTrained_Model_Gray,percentile,0.95,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_ResNext,percentile,0.95,3,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_InceptionV3,percentile,0.95,2,PreTrained_MobileNetV2
2,14,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,PreTrained_MobileNetV2
2,15,saliency_map,SelfTrained_Model,percentile,0.99,2,PreTrained_MobileNetV2
2,15,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_ResNext,percentile,0.99,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,PreTrained_MobileNetV2
2,15,saliency_map,SelfTrained_Model,percentile,0.98,2,PreTrained_MobileNetV2
2,15,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_ResNext,percentile,0.98,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_MobileNetV2,percentile,0.98,2,PreTrained_MobileNetV2
2,15,saliency_map,SelfTrained_Model,percentile,0.97,2,PreTrained_MobileNetV2
2,15,saliency_map,SelfTrained_Model_Gray,percentile,0.97,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_ResNext,percentile,0.97,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_InceptionV3,percentile,0.97,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_MobileNetV2,percentile,0.97,2,PreTrained_MobileNetV2
2,15,saliency_map,SelfTrained_Model,percentile,0.96,2,PreTrained_MobileNetV2
2,15,saliency_map,SelfTrained_Model_Gray,percentile,0.96,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_ResNext,percentile,0.96,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_InceptionV3,percentile,0.96,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_MobileNetV2,percentile,0.96,2,PreTrained_MobileNetV2
2,15,saliency_map,SelfTrained_Model,percentile,0.95,2,PreTrained_MobileNetV2
2,15,saliency_map,SelfTrained_Model_Gray,percentile,0.95,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_ResNext,percentile,0.95,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_InceptionV3,percentile,0.95,2,PreTrained_MobileNetV2
2,15,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,PreTrained_MobileNetV2
2,16,saliency_map,SelfTrained_Model,percentile,0.99,2,PreTrained_MobileNetV2
2,16,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_ResNext,percentile,0.99,2,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,PreTrained_MobileNetV2
2,16,saliency_map,SelfTrained_Model,percentile,0.98,2,PreTrained_MobileNetV2
2,16,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_ResNext,percentile,0.98,3,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_MobileNetV2,percentile,0.98,5,PreTrained_MobileNetV2
2,16,saliency_map,SelfTrained_Model,percentile,0.97,5,PreTrained_MobileNetV2
2,16,saliency_map,SelfTrained_Model_Gray,percentile,0.97,7,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_ResNext,percentile,0.97,5,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_InceptionV3,percentile,0.97,5,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_MobileNetV2,percentile,0.97,5,PreTrained_MobileNetV2
2,16,saliency_map,SelfTrained_Model,percentile,0.96,5,PreTrained_MobileNetV2
2,16,saliency_map,SelfTrained_Model_Gray,percentile,0.96,7,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_ResNext,percentile,0.96,5,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_InceptionV3,percentile,0.96,5,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_MobileNetV2,percentile,0.96,5,PreTrained_MobileNetV2
2,16,saliency_map,SelfTrained_Model,percentile,0.95,5,PreTrained_MobileNetV2
2,16,saliency_map,SelfTrained_Model_Gray,percentile,0.95,7,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_ResNext,percentile,0.95,5,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_InceptionV3,percentile,0.95,5,PreTrained_MobileNetV2
2,16,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,PreTrained_MobileNetV2
2,17,saliency_map,SelfTrained_Model,percentile,0.99,2,PreTrained_MobileNetV2
2,17,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_ResNext,percentile,0.99,2,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,PreTrained_MobileNetV2
2,17,saliency_map,SelfTrained_Model,percentile,0.98,2,PreTrained_MobileNetV2
2,17,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_ResNext,percentile,0.98,3,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_MobileNetV2,percentile,0.98,5,PreTrained_MobileNetV2
2,17,saliency_map,SelfTrained_Model,percentile,0.97,2,PreTrained_MobileNetV2
2,17,saliency_map,SelfTrained_Model_Gray,percentile,0.97,2,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_ResNext,percentile,0.97,3,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_InceptionV3,percentile,0.97,2,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_MobileNetV2,percentile,0.97,5,PreTrained_MobileNetV2
2,17,saliency_map,SelfTrained_Model,percentile,0.96,5,PreTrained_MobileNetV2
2,17,saliency_map,SelfTrained_Model_Gray,percentile,0.96,1,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_ResNext,percentile,0.96,2,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_InceptionV3,percentile,0.96,3,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_MobileNetV2,percentile,0.96,5,PreTrained_MobileNetV2
2,17,saliency_map,SelfTrained_Model,percentile,0.95,5,PreTrained_MobileNetV2
2,17,saliency_map,SelfTrained_Model_Gray,percentile,0.95,1,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_ResNext,percentile,0.95,3,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_InceptionV3,percentile,0.95,2,PreTrained_MobileNetV2
2,17,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,PreTrained_MobileNetV2
2,18,saliency_map,SelfTrained_Model,percentile,0.99,2,PreTrained_MobileNetV2
2,18,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_ResNext,percentile,0.99,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,PreTrained_MobileNetV2
2,18,saliency_map,SelfTrained_Model,percentile,0.98,2,PreTrained_MobileNetV2
2,18,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_ResNext,percentile,0.98,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_MobileNetV2,percentile,0.98,2,PreTrained_MobileNetV2
2,18,saliency_map,SelfTrained_Model,percentile,0.97,2,PreTrained_MobileNetV2
2,18,saliency_map,SelfTrained_Model_Gray,percentile,0.97,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_ResNext,percentile,0.97,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_InceptionV3,percentile,0.97,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_MobileNetV2,percentile,0.97,2,PreTrained_MobileNetV2
2,18,saliency_map,SelfTrained_Model,percentile,0.96,2,PreTrained_MobileNetV2
2,18,saliency_map,SelfTrained_Model_Gray,percentile,0.96,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_ResNext,percentile,0.96,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_InceptionV3,percentile,0.96,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_MobileNetV2,percentile,0.96,2,PreTrained_MobileNetV2
2,18,saliency_map,SelfTrained_Model,percentile,0.95,2,PreTrained_MobileNetV2
2,18,saliency_map,SelfTrained_Model_Gray,percentile,0.95,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_ResNext,percentile,0.95,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_InceptionV3,percentile,0.95,2,PreTrained_MobileNetV2
2,18,saliency_map,PreTrained_MobileNetV2,percentile,0.95,2,PreTrained_MobileNetV2
3,0,saliency_map,SelfTrained_Model,percentile,0.99,3,PreTrained_MobileNetV2
3,0,saliency_map,SelfTrained_Model_Gray,percentile,0.99,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_ResNext,percentile,0.99,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_InceptionV3,percentile,0.99,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_MobileNetV2,percentile,0.99,3,PreTrained_MobileNetV2
3,0,saliency_map,SelfTrained_Model,percentile,0.98,3,PreTrained_MobileNetV2
3,0,saliency_map,SelfTrained_Model_Gray,percentile,0.98,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_ResNext,percentile,0.98,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_InceptionV3,percentile,0.98,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_MobileNetV2,percentile,0.98,3,PreTrained_MobileNetV2
3,0,saliency_map,SelfTrained_Model,percentile,0.97,3,PreTrained_MobileNetV2
3,0,saliency_map,SelfTrained_Model_Gray,percentile,0.97,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_ResNext,percentile,0.97,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_InceptionV3,percentile,0.97,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_MobileNetV2,percentile,0.97,3,PreTrained_MobileNetV2
3,0,saliency_map,SelfTrained_Model,percentile,0.96,3,PreTrained_MobileNetV2
3,0,saliency_map,SelfTrained_Model_Gray,percentile,0.96,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_ResNext,percentile,0.96,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_InceptionV3,percentile,0.96,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_MobileNetV2,percentile,0.96,3,PreTrained_MobileNetV2
3,0,saliency_map,SelfTrained_Model,percentile,0.95,3,PreTrained_MobileNetV2
3,0,saliency_map,SelfTrained_Model_Gray,percentile,0.95,14,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_ResNext,percentile,0.95,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_InceptionV3,percentile,0.95,3,PreTrained_MobileNetV2
3,0,saliency_map,PreTrained_MobileNetV2,percentile,0.95,3,PreTrained_MobileNetV2
3,1,saliency_map,SelfTrained_Model,percentile,0.99,3,PreTrained_MobileNetV2
3,1,saliency_map,SelfTrained_Model_Gray,percentile,0.99,3,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_ResNext,percentile,0.99,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_InceptionV3,percentile,0.99,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_MobileNetV2,percentile,0.99,5,PreTrained_MobileNetV2
3,1,saliency_map,SelfTrained_Model,percentile,0.98,3,PreTrained_MobileNetV2
3,1,saliency_map,SelfTrained_Model_Gray,percentile,0.98,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_ResNext,percentile,0.98,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_InceptionV3,percentile,0.98,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_MobileNetV2,percentile,0.98,5,PreTrained_MobileNetV2
3,1,saliency_map,SelfTrained_Model,percentile,0.97,5,PreTrained_MobileNetV2
3,1,saliency_map,SelfTrained_Model_Gray,percentile,0.97,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_ResNext,percentile,0.97,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_InceptionV3,percentile,0.97,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_MobileNetV2,percentile,0.97,5,PreTrained_MobileNetV2
3,1,saliency_map,SelfTrained_Model,percentile,0.96,5,PreTrained_MobileNetV2
3,1,saliency_map,SelfTrained_Model_Gray,percentile,0.96,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_ResNext,percentile,0.96,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_InceptionV3,percentile,0.96,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_MobileNetV2,percentile,0.96,5,PreTrained_MobileNetV2
3,1,saliency_map,SelfTrained_Model,percentile,0.95,5,PreTrained_MobileNetV2
3,1,saliency_map,SelfTrained_Model_Gray,percentile,0.95,7,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_ResNext,percentile,0.95,5,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_InceptionV3,percentile,0.95,3,PreTrained_MobileNetV2
3,1,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,PreTrained_MobileNetV2
4,0,saliency_map,SelfTrained_Model,percentile,0.99,18,PreTrained_MobileNetV2
4,0,saliency_map,SelfTrained_Model_Gray,percentile,0.99,4,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_ResNext,percentile,0.99,4,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_InceptionV3,percentile,0.99,4,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_MobileNetV2,percentile,0.99,5,PreTrained_MobileNetV2
4,0,saliency_map,SelfTrained_Model,percentile,0.98,4,PreTrained_MobileNetV2
4,0,saliency_map,SelfTrained_Model_Gray,percentile,0.98,4,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_ResNext,percentile,0.98,4,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_InceptionV3,percentile,0.98,4,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_MobileNetV2,percentile,0.98,5,PreTrained_MobileNetV2
4,0,saliency_map,SelfTrained_Model,percentile,0.97,4,PreTrained_MobileNetV2
4,0,saliency_map,SelfTrained_Model_Gray,percentile,0.97,14,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_ResNext,percentile,0.97,4,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_InceptionV3,percentile,0.97,2,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_MobileNetV2,percentile,0.97,5,PreTrained_MobileNetV2
4,0,saliency_map,SelfTrained_Model,percentile,0.96,0,PreTrained_MobileNetV2
4,0,saliency_map,SelfTrained_Model_Gray,percentile,0.96,4,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_ResNext,percentile,0.96,4,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_InceptionV3,percentile,0.96,4,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_MobileNetV2,percentile,0.96,5,PreTrained_MobileNetV2
4,0,saliency_map,SelfTrained_Model,percentile,0.95,4,PreTrained_MobileNetV2
4,0,saliency_map,SelfTrained_Model_Gray,percentile,0.95,14,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_ResNext,percentile,0.95,4,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_InceptionV3,percentile,0.95,5,PreTrained_MobileNetV2
4,0,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,PreTrained_MobileNetV2
4,1,saliency_map,SelfTrained_Model,percentile,0.99,4,PreTrained_MobileNetV2
4,1,saliency_map,SelfTrained_Model_Gray,percentile,0.99,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_ResNext,percentile,0.99,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_InceptionV3,percentile,0.99,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_MobileNetV2,percentile,0.99,4,PreTrained_MobileNetV2
4,1,saliency_map,SelfTrained_Model,percentile,0.98,4,PreTrained_MobileNetV2
4,1,saliency_map,SelfTrained_Model_Gray,percentile,0.98,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_ResNext,percentile,0.98,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_InceptionV3,percentile,0.98,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_MobileNetV2,percentile,0.98,4,PreTrained_MobileNetV2
4,1,saliency_map,SelfTrained_Model,percentile,0.97,4,PreTrained_MobileNetV2
4,1,saliency_map,SelfTrained_Model_Gray,percentile,0.97,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_ResNext,percentile,0.97,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_InceptionV3,percentile,0.97,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_MobileNetV2,percentile,0.97,4,PreTrained_MobileNetV2
4,1,saliency_map,SelfTrained_Model,percentile,0.96,4,PreTrained_MobileNetV2
4,1,saliency_map,SelfTrained_Model_Gray,percentile,0.96,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_ResNext,percentile,0.96,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_InceptionV3,percentile,0.96,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_MobileNetV2,percentile,0.96,2,PreTrained_MobileNetV2
4,1,saliency_map,SelfTrained_Model,percentile,0.95,4,PreTrained_MobileNetV2
4,1,saliency_map,SelfTrained_Model_Gray,percentile,0.95,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_ResNext,percentile,0.95,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_InceptionV3,percentile,0.95,4,PreTrained_MobileNetV2
4,1,saliency_map,PreTrained_MobileNetV2,percentile,0.95,2,PreTrained_MobileNetV2
4,2,saliency_map,SelfTrained_Model,percentile,0.99,4,PreTrained_MobileNetV2
4,2,saliency_map,SelfTrained_Model_Gray,percentile,0.99,4,PreTrained_MobileNetV2
